"survey_id","STR","RES","ASC","package","sos","info","own","noalt"
1001,1001,0,1,3,"1","1","1",3
1001,1001,0,1,4,"2","2","4",3
1001,1001,1,0,0,"0","0","0",3
1002,2001,0,1,14,"2","2","2",3
1002,2001,1,1,12,"2","1","1",3
1002,2001,0,0,0,"0","0","0",3
1003,3001,0,1,10,"1","2","2",3
1003,3001,1,1,14,"2","2","2",3
1003,3001,0,0,0,"0","0","0",3
1004,4001,1,1,5,"1","2","4",3
1004,4001,0,1,11,"2","1","4",3
1004,4001,0,0,0,"0","0","0",3
1005,5001,1,1,11,"2","1","4",3
1005,5001,0,1,5,"1","2","4",3
1005,5001,0,0,0,"0","0","0",3
1006,6001,0,1,1,"1","1","2",3
1006,6001,0,1,2,"2","1","3",3
1006,6001,1,0,0,"0","0","0",3
1007,7001,1,1,2,"2","1","3",3
1007,7001,0,1,8,"1","1","4",3
1007,7001,0,0,0,"0","0","0",3
1008,8001,0,1,11,"2","1","4",3
1008,8001,0,1,5,"1","2","4",3
1008,8001,1,0,0,"0","0","0",3
1009,9001,0,1,6,"1","2","3",3
1009,9001,1,1,7,"2","2","1",3
1009,9001,0,0,0,"0","0","0",3
1010,10001,0,1,16,"1","1","3",3
1010,10001,1,1,13,"2","1","2",3
1010,10001,0,0,0,"0","0","0",3
1011,11001,0,1,4,"2","2","4",3
1011,11001,0,1,15,"1","2","1",3
1011,11001,1,0,0,"0","0","0",3
1012,12001,0,1,10,"1","2","2",3
1012,12001,1,1,14,"2","2","2",3
1012,12001,0,0,0,"0","0","0",3
1013,13001,0,1,3,"1","1","1",3
1013,13001,1,1,4,"2","2","4",3
1013,13001,0,0,0,"0","0","0",3
1014,14001,0,1,6,"1","2","3",3
1014,14001,1,1,7,"2","2","1",3
1014,14001,0,0,0,"0","0","0",3
1015,15001,1,1,7,"2","2","1",3
1015,15001,0,1,16,"1","1","3",3
1015,15001,0,0,0,"0","0","0",3
1016,16001,0,1,8,"1","1","4",3
1016,16001,1,1,3,"1","1","1",3
1016,16001,0,0,0,"0","0","0",3
1017,17001,1,1,9,"2","2","3",3
1017,17001,0,1,6,"1","2","3",3
1017,17001,0,0,0,"0","0","0",3
1018,18001,1,1,7,"2","2","1",3
1018,18001,0,1,16,"1","1","3",3
1018,18001,0,0,0,"0","0","0",3
2001,19001,0,1,10,"1","2","2",3
2001,19001,0,1,14,"2","2","2",3
2001,19001,1,0,0,"0","0","0",3
2002,20001,0,1,7,"2","2","1",3
2002,20001,0,1,16,"1","1","3",3
2002,20001,1,0,0,"0","0","0",3
2003,21001,0,1,8,"1","1","4",3
2003,21001,0,1,3,"1","1","1",3
2003,21001,1,0,0,"0","0","0",3
2004,22001,0,1,9,"2","2","3",3
2004,22001,0,1,6,"1","2","3",3
2004,22001,1,0,0,"0","0","0",3
3001,23001,0,1,4,"2","2","4",3
3001,23001,1,1,15,"1","2","1",3
3001,23001,0,0,0,"0","0","0",3
3002,24001,0,1,5,"1","2","4",3
3002,24001,0,1,11,"2","1","4",3
3002,24001,1,0,0,"0","0","0",3
3003,25001,0,1,10,"1","2","2",3
3003,25001,0,1,14,"2","2","2",3
3003,25001,1,0,0,"0","0","0",3
3004,26001,0,1,7,"2","2","1",3
3004,26001,0,1,16,"1","1","3",3
3004,26001,1,0,0,"0","0","0",3
3005,27001,1,1,7,"2","2","1",3
3005,27001,0,1,16,"1","1","3",3
3005,27001,0,0,0,"0","0","0",3
3006,28001,0,1,11,"2","1","4",3
3006,28001,0,1,5,"1","2","4",3
3006,28001,1,0,0,"0","0","0",3
3007,29001,0,1,8,"1","1","4",3
3007,29001,1,1,3,"1","1","1",3
3007,29001,0,0,0,"0","0","0",3
3008,30001,1,1,9,"2","2","3",3
3008,30001,0,1,6,"1","2","3",3
3008,30001,0,0,0,"0","0","0",3
3009,31001,0,1,13,"2","1","2",3
3009,31001,1,1,9,"2","2","3",3
3009,31001,0,0,0,"0","0","0",3
3010,32001,0,1,10,"1","2","2",3
3010,32001,1,1,14,"2","2","2",3
3010,32001,0,0,0,"0","0","0",3
3011,33001,0,1,10,"1","2","2",3
3011,33001,1,1,14,"2","2","2",3
3011,33001,0,0,0,"0","0","0",3
3012,34001,1,1,11,"2","1","4",3
3012,34001,0,1,5,"1","2","4",3
3012,34001,0,0,0,"0","0","0",3
3013,35001,1,1,11,"2","1","4",3
3013,35001,0,1,5,"1","2","4",3
3013,35001,0,0,0,"0","0","0",3
3014,36001,0,1,14,"2","2","2",3
3014,36001,0,1,12,"2","1","1",3
3014,36001,1,0,0,"0","0","0",3
3015,37001,0,1,14,"2","2","2",3
3015,37001,1,1,12,"2","1","1",3
3015,37001,0,0,0,"0","0","0",3
3016,38001,1,1,9,"2","2","3",3
3016,38001,0,1,6,"1","2","3",3
3016,38001,0,0,0,"0","0","0",3
3017,39001,1,1,2,"2","1","3",3
3017,39001,0,1,8,"1","1","4",3
3017,39001,0,0,0,"0","0","0",3
3018,40001,0,1,3,"1","1","1",3
3018,40001,1,1,4,"2","2","4",3
3018,40001,0,0,0,"0","0","0",3
3019,41001,1,1,12,"2","1","1",3
3019,41001,0,1,1,"1","1","2",3
3019,41001,0,0,0,"0","0","0",3
3020,42001,1,1,15,"1","2","1",3
3020,42001,0,1,10,"1","2","2",3
3020,42001,0,0,0,"0","0","0",3
3021,43001,0,1,13,"2","1","2",3
3021,43001,0,1,9,"2","2","3",3
3021,43001,1,0,0,"0","0","0",3
3022,44001,0,1,1,"1","1","2",3
3022,44001,1,1,2,"2","1","3",3
3022,44001,0,0,0,"0","0","0",3
3023,45001,0,1,16,"1","1","3",3
3023,45001,1,1,13,"2","1","2",3
3023,45001,0,0,0,"0","0","0",3
3024,46001,0,1,12,"2","1","1",3
3024,46001,0,1,1,"1","1","2",3
3024,46001,1,0,0,"0","0","0",3
3025,47001,0,1,15,"1","2","1",3
3025,47001,0,1,10,"1","2","2",3
3025,47001,1,0,0,"0","0","0",3
3026,48001,1,1,15,"1","2","1",3
3026,48001,0,1,10,"1","2","2",3
3026,48001,0,0,0,"0","0","0",3
3027,49001,1,1,12,"2","1","1",3
3027,49001,0,1,1,"1","1","2",3
3027,49001,0,0,0,"0","0","0",3
3028,50001,0,1,12,"2","1","1",3
3028,50001,0,1,1,"1","1","2",3
3028,50001,1,0,0,"0","0","0",3
3029,51001,1,1,16,"1","1","3",3
3029,51001,0,1,13,"2","1","2",3
3029,51001,0,0,0,"0","0","0",3
3030,52001,0,1,1,"1","1","2",3
3030,52001,1,1,2,"2","1","3",3
3030,52001,0,0,0,"0","0","0",3
3031,53001,0,1,13,"2","1","2",3
3031,53001,1,1,9,"2","2","3",3
3031,53001,0,0,0,"0","0","0",3
3032,54001,1,1,12,"2","1","1",3
3032,54001,0,1,1,"1","1","2",3
3032,54001,0,0,0,"0","0","0",3
3033,55001,0,1,1,"1","1","2",3
3033,55001,1,1,2,"2","1","3",3
3033,55001,0,0,0,"0","0","0",3
3034,56001,0,1,2,"2","1","3",3
3034,56001,0,1,8,"1","1","4",3
3034,56001,1,0,0,"0","0","0",3
3035,57001,0,1,3,"1","1","1",3
3035,57001,0,1,4,"2","2","4",3
3035,57001,1,0,0,"0","0","0",3
3036,58001,0,1,3,"1","1","1",3
3036,58001,1,1,4,"2","2","4",3
3036,58001,0,0,0,"0","0","0",3
3037,59001,0,1,5,"1","2","4",3
3037,59001,1,1,11,"2","1","4",3
3037,59001,0,0,0,"0","0","0",3
3038,60001,0,1,6,"1","2","3",3
3038,60001,0,1,7,"2","2","1",3
3038,60001,1,0,0,"0","0","0",3
3039,61001,0,1,7,"2","2","1",3
3039,61001,0,1,16,"1","1","3",3
3039,61001,1,0,0,"0","0","0",3
3040,62001,0,1,8,"1","1","4",3
3040,62001,0,1,3,"1","1","1",3
3040,62001,1,0,0,"0","0","0",3
3041,63001,1,1,9,"2","2","3",3
3041,63001,0,1,6,"1","2","3",3
3041,63001,0,0,0,"0","0","0",3
3042,64001,0,1,10,"1","2","2",3
3042,64001,1,1,14,"2","2","2",3
3042,64001,0,0,0,"0","0","0",3
3043,65001,1,1,11,"2","1","4",3
3043,65001,0,1,5,"1","2","4",3
3043,65001,0,0,0,"0","0","0",3
3044,66001,1,1,12,"2","1","1",3
3044,66001,0,1,1,"1","1","2",3
3044,66001,0,0,0,"0","0","0",3
3045,67001,0,1,13,"2","1","2",3
3045,67001,1,1,9,"2","2","3",3
3045,67001,0,0,0,"0","0","0",3
3046,68001,0,1,14,"2","2","2",3
3046,68001,0,1,12,"2","1","1",3
3046,68001,1,0,0,"0","0","0",3
3047,69001,0,1,4,"2","2","4",3
3047,69001,0,1,15,"1","2","1",3
3047,69001,1,0,0,"0","0","0",3
3048,70001,0,1,6,"1","2","3",3
3048,70001,1,1,7,"2","2","1",3
3048,70001,0,0,0,"0","0","0",3
3049,71001,1,1,4,"2","2","4",3
3049,71001,0,1,15,"1","2","1",3
3049,71001,0,0,0,"0","0","0",3
3050,72001,0,1,14,"2","2","2",3
3050,72001,1,1,12,"2","1","1",3
3050,72001,0,0,0,"0","0","0",3
3051,73001,0,1,4,"2","2","4",3
3051,73001,0,1,15,"1","2","1",3
3051,73001,1,0,0,"0","0","0",3
3052,74001,0,1,8,"1","1","4",3
3052,74001,1,1,3,"1","1","1",3
3052,74001,0,0,0,"0","0","0",3
3053,75001,0,1,6,"1","2","3",3
3053,75001,1,1,7,"2","2","1",3
3053,75001,0,0,0,"0","0","0",3
3054,76001,1,1,2,"2","1","3",3
3054,76001,0,1,8,"1","1","4",3
3054,76001,0,0,0,"0","0","0",3
3055,77001,0,1,5,"1","2","4",3
3055,77001,0,1,11,"2","1","4",3
3055,77001,1,0,0,"0","0","0",3
3056,78001,1,1,15,"1","2","1",3
3056,78001,0,1,10,"1","2","2",3
3056,78001,0,0,0,"0","0","0",3
3057,79001,0,1,16,"1","1","3",3
3057,79001,1,1,13,"2","1","2",3
3057,79001,0,0,0,"0","0","0",3
3058,80001,1,1,16,"1","1","3",3
3058,80001,0,1,13,"2","1","2",3
3058,80001,0,0,0,"0","0","0",3
3059,81001,0,1,12,"2","1","1",3
3059,81001,0,1,1,"1","1","2",3
3059,81001,1,0,0,"0","0","0",3
4001,82001,0,1,1,"1","1","2",3
4001,82001,0,1,2,"2","1","3",3
4001,82001,1,0,0,"0","0","0",3
4002,83001,1,1,2,"2","1","3",3
4002,83001,0,1,8,"1","1","4",3
4002,83001,0,0,0,"0","0","0",3
4003,84001,0,1,3,"1","1","1",3
4003,84001,1,1,4,"2","2","4",3
4003,84001,0,0,0,"0","0","0",3
4004,85001,1,1,4,"2","2","4",3
4004,85001,0,1,15,"1","2","1",3
4004,85001,0,0,0,"0","0","0",3
4005,86001,0,1,5,"1","2","4",3
4005,86001,1,1,11,"2","1","4",3
4005,86001,0,0,0,"0","0","0",3
4006,87001,0,1,6,"1","2","3",3
4006,87001,1,1,7,"2","2","1",3
4006,87001,0,0,0,"0","0","0",3
4007,88001,1,1,7,"2","2","1",3
4007,88001,0,1,16,"1","1","3",3
4007,88001,0,0,0,"0","0","0",3
4008,89001,0,1,8,"1","1","4",3
4008,89001,1,1,3,"1","1","1",3
4008,89001,0,0,0,"0","0","0",3
4009,90001,1,1,9,"2","2","3",3
4009,90001,0,1,6,"1","2","3",3
4009,90001,0,0,0,"0","0","0",3
4010,91001,0,1,10,"1","2","2",3
4010,91001,1,1,14,"2","2","2",3
4010,91001,0,0,0,"0","0","0",3
4011,92001,1,1,11,"2","1","4",3
4011,92001,0,1,5,"1","2","4",3
4011,92001,0,0,0,"0","0","0",3
4012,93001,1,1,12,"2","1","1",3
4012,93001,0,1,1,"1","1","2",3
4012,93001,0,0,0,"0","0","0",3
4013,94001,0,1,13,"2","1","2",3
4013,94001,1,1,9,"2","2","3",3
4013,94001,0,0,0,"0","0","0",3
4014,95001,0,1,14,"2","2","2",3
4014,95001,1,1,12,"2","1","1",3
4014,95001,0,0,0,"0","0","0",3
4015,96001,1,1,15,"1","2","1",3
4015,96001,0,1,10,"1","2","2",3
4015,96001,0,0,0,"0","0","0",3
4016,97001,1,1,16,"1","1","3",3
4016,97001,0,1,13,"2","1","2",3
4016,97001,0,0,0,"0","0","0",3
4017,98001,0,1,1,"1","1","2",3
4017,98001,1,1,2,"2","1","3",3
4017,98001,0,0,0,"0","0","0",3
4018,99001,0,1,2,"2","1","3",3
4018,99001,0,1,8,"1","1","4",3
4018,99001,1,0,0,"0","0","0",3
4019,100001,0,1,3,"1","1","1",3
4019,100001,1,1,4,"2","2","4",3
4019,100001,0,0,0,"0","0","0",3
4020,101001,0,1,5,"1","2","4",3
4020,101001,1,1,11,"2","1","4",3
4020,101001,0,0,0,"0","0","0",3
4021,102001,1,1,6,"1","2","3",3
4021,102001,0,1,7,"2","2","1",3
4021,102001,0,0,0,"0","0","0",3
4022,103001,0,1,13,"2","1","2",3
4022,103001,1,1,9,"2","2","3",3
4022,103001,0,0,0,"0","0","0",3
4023,104001,1,1,15,"1","2","1",3
4023,104001,0,1,10,"1","2","2",3
4023,104001,0,0,0,"0","0","0",3
5001,105001,1,1,7,"2","2","1",3
5001,105001,0,1,16,"1","1","3",3
5001,105001,0,0,0,"0","0","0",3
5002,106001,0,1,6,"1","2","3",3
5002,106001,1,1,7,"2","2","1",3
5002,106001,0,0,0,"0","0","0",3
5003,107001,1,1,8,"1","1","4",3
5003,107001,0,1,3,"1","1","1",3
5003,107001,0,0,0,"0","0","0",3
5004,108001,0,1,5,"1","2","4",3
5004,108001,1,1,11,"2","1","4",3
5004,108001,0,0,0,"0","0","0",3
5005,109001,1,1,8,"1","1","4",3
5005,109001,0,1,3,"1","1","1",3
5005,109001,0,0,0,"0","0","0",3
5006,110001,1,1,9,"2","2","3",3
5006,110001,0,1,6,"1","2","3",3
5006,110001,0,0,0,"0","0","0",3
5007,111001,1,1,4,"2","2","4",3
5007,111001,0,1,15,"1","2","1",3
5007,111001,0,0,0,"0","0","0",3
5008,112001,1,1,2,"2","1","3",3
5008,112001,0,1,8,"1","1","4",3
5008,112001,0,0,0,"0","0","0",3
5009,113001,0,1,16,"1","1","3",3
5009,113001,1,1,13,"2","1","2",3
5009,113001,0,0,0,"0","0","0",3
5010,114001,1,1,11,"2","1","4",3
5010,114001,0,1,5,"1","2","4",3
5010,114001,0,0,0,"0","0","0",3
5011,115001,1,1,15,"1","2","1",3
5011,115001,0,1,10,"1","2","2",3
5011,115001,0,0,0,"0","0","0",3
5012,116001,1,1,13,"2","1","2",3
5012,116001,0,1,9,"2","2","3",3
5012,116001,0,0,0,"0","0","0",3
5013,117001,0,1,14,"2","2","2",3
5013,117001,1,1,12,"2","1","1",3
5013,117001,0,0,0,"0","0","0",3
5014,118001,1,1,2,"2","1","3",3
5014,118001,0,1,8,"1","1","4",3
5014,118001,0,0,0,"0","0","0",3
5015,119001,0,1,10,"1","2","2",3
5015,119001,1,1,14,"2","2","2",3
5015,119001,0,0,0,"0","0","0",3
5016,120001,0,1,3,"1","1","1",3
5016,120001,0,1,4,"2","2","4",3
5016,120001,1,0,0,"0","0","0",3
5017,121001,0,1,6,"1","2","3",3
5017,121001,1,1,7,"2","2","1",3
5017,121001,0,0,0,"0","0","0",3
5018,122001,1,1,7,"2","2","1",3
5018,122001,0,1,16,"1","1","3",3
5018,122001,0,0,0,"0","0","0",3
5019,123001,1,1,2,"2","1","3",3
5019,123001,0,1,8,"1","1","4",3
5019,123001,0,0,0,"0","0","0",3
5020,124001,0,1,16,"1","1","3",3
5020,124001,0,1,13,"2","1","2",3
5020,124001,1,0,0,"0","0","0",3
5021,125001,1,1,14,"2","2","2",3
5021,125001,0,1,12,"2","1","1",3
5021,125001,0,0,0,"0","0","0",3
5023,126001,0,1,3,"1","1","1",3
5023,126001,1,1,4,"2","2","4",3
5023,126001,0,0,0,"0","0","0",3
5024,127001,0,1,14,"2","2","2",3
5024,127001,0,1,12,"2","1","1",3
5024,127001,1,0,0,"0","0","0",3
5025,128001,0,1,13,"2","1","2",3
5025,128001,0,1,9,"2","2","3",3
5025,128001,1,0,0,"0","0","0",3
5026,129001,0,1,1,"1","1","2",3
5026,129001,1,1,2,"2","1","3",3
5026,129001,0,0,0,"0","0","0",3
5027,130001,1,1,4,"2","2","4",3
5027,130001,0,1,15,"1","2","1",3
5027,130001,0,0,0,"0","0","0",3
5028,131001,0,1,5,"1","2","4",3
5028,131001,1,1,11,"2","1","4",3
5028,131001,0,0,0,"0","0","0",3
5029,132001,1,1,9,"2","2","3",3
5029,132001,0,1,6,"1","2","3",3
5029,132001,0,0,0,"0","0","0",3
5030,133001,1,1,11,"2","1","4",3
5030,133001,0,1,5,"1","2","4",3
5030,133001,0,0,0,"0","0","0",3
5031,134001,1,1,15,"1","2","1",3
5031,134001,0,1,10,"1","2","2",3
5031,134001,0,0,0,"0","0","0",3
5032,135001,0,1,12,"2","1","1",3
5032,135001,0,1,1,"1","1","2",3
5032,135001,1,0,0,"0","0","0",3
5033,136001,1,1,12,"2","1","1",3
5033,136001,0,1,1,"1","1","2",3
5033,136001,0,0,0,"0","0","0",3
5034,137001,0,1,8,"1","1","4",3
5034,137001,1,1,3,"1","1","1",3
5034,137001,0,0,0,"0","0","0",3
5035,138001,0,1,1,"1","1","2",3
5035,138001,1,1,2,"2","1","3",3
5035,138001,0,0,0,"0","0","0",3
5036,139001,0,1,6,"1","2","3",3
5036,139001,0,1,7,"2","2","1",3
5036,139001,1,0,0,"0","0","0",3
5037,140001,1,1,7,"2","2","1",3
5037,140001,0,1,16,"1","1","3",3
5037,140001,0,0,0,"0","0","0",3
5038,141001,0,1,16,"1","1","3",3
5038,141001,1,1,13,"2","1","2",3
5038,141001,0,0,0,"0","0","0",3
5039,142001,1,1,11,"2","1","4",3
5039,142001,0,1,5,"1","2","4",3
5039,142001,0,0,0,"0","0","0",3
5040,143001,1,1,7,"2","2","1",3
5040,143001,0,1,16,"1","1","3",3
5040,143001,0,0,0,"0","0","0",3
5041,144001,1,1,15,"1","2","1",3
5041,144001,0,1,10,"1","2","2",3
5041,144001,0,0,0,"0","0","0",3
5042,145001,0,1,5,"1","2","4",3
5042,145001,1,1,11,"2","1","4",3
5042,145001,0,0,0,"0","0","0",3
5043,146001,1,1,13,"2","1","2",3
5043,146001,0,1,9,"2","2","3",3
5043,146001,0,0,0,"0","0","0",3
5044,147001,0,1,13,"2","1","2",3
5044,147001,0,1,9,"2","2","3",3
5044,147001,1,0,0,"0","0","0",3
5045,148001,1,1,4,"2","2","4",3
5045,148001,0,1,15,"1","2","1",3
5045,148001,0,0,0,"0","0","0",3
5046,149001,0,1,10,"1","2","2",3
5046,149001,1,1,14,"2","2","2",3
5046,149001,0,0,0,"0","0","0",3
5047,150001,1,1,2,"2","1","3",3
5047,150001,0,1,8,"1","1","4",3
5047,150001,0,0,0,"0","0","0",3
6001,151001,0,1,1,"1","1","2",3
6001,151001,1,1,2,"2","1","3",3
6001,151001,0,0,0,"0","0","0",3
6002,152001,0,1,3,"1","1","1",3
6002,152001,1,1,4,"2","2","4",3
6002,152001,0,0,0,"0","0","0",3
6003,153001,1,1,9,"2","2","3",3
6003,153001,0,1,6,"1","2","3",3
6003,153001,0,0,0,"0","0","0",3
6004,154001,0,1,10,"1","2","2",3
6004,154001,1,1,14,"2","2","2",3
6004,154001,0,0,0,"0","0","0",3
6005,155001,1,1,12,"2","1","1",3
6005,155001,0,1,1,"1","1","2",3
6005,155001,0,0,0,"0","0","0",3
6006,156001,0,1,1,"1","1","2",3
6006,156001,0,1,2,"2","1","3",3
6006,156001,1,0,0,"0","0","0",3
6007,157001,0,1,3,"1","1","1",3
6007,157001,1,1,4,"2","2","4",3
6007,157001,0,0,0,"0","0","0",3
6008,158001,1,1,9,"2","2","3",3
6008,158001,0,1,6,"1","2","3",3
6008,158001,0,0,0,"0","0","0",3
6009,159001,0,1,10,"1","2","2",3
6009,159001,1,1,14,"2","2","2",3
6009,159001,0,0,0,"0","0","0",3
6010,160001,1,1,12,"2","1","1",3
6010,160001,0,1,1,"1","1","2",3
6010,160001,0,0,0,"0","0","0",3
6011,161001,0,1,1,"1","1","2",3
6011,161001,1,1,2,"2","1","3",3
6011,161001,0,0,0,"0","0","0",3
6012,162001,0,1,6,"1","2","3",3
6012,162001,1,1,7,"2","2","1",3
6012,162001,0,0,0,"0","0","0",3
6013,163001,0,1,11,"2","1","4",3
6013,163001,0,1,5,"1","2","4",3
6013,163001,1,0,0,"0","0","0",3
6014,164001,0,1,5,"1","2","4",3
6014,164001,1,1,11,"2","1","4",3
6014,164001,0,0,0,"0","0","0",3
6015,165001,0,1,14,"2","2","2",3
6015,165001,1,1,12,"2","1","1",3
6015,165001,0,0,0,"0","0","0",3
6016,166001,0,1,4,"2","2","4",3
6016,166001,1,1,15,"1","2","1",3
6016,166001,0,0,0,"0","0","0",3
6017,167001,0,1,4,"2","2","4",3
6017,167001,0,1,15,"1","2","1",3
6017,167001,1,0,0,"0","0","0",3
6018,168001,0,1,2,"2","1","3",3
6018,168001,0,1,8,"1","1","4",3
6018,168001,1,0,0,"0","0","0",3
6019,169001,1,1,8,"1","1","4",3
6019,169001,0,1,3,"1","1","1",3
6019,169001,0,0,0,"0","0","0",3
6020,170001,1,1,4,"2","2","4",3
6020,170001,0,1,15,"1","2","1",3
6020,170001,0,0,0,"0","0","0",3
6021,171001,0,1,5,"1","2","4",3
6021,171001,1,1,11,"2","1","4",3
6021,171001,0,0,0,"0","0","0",3
6022,172001,0,1,8,"1","1","4",3
6022,172001,1,1,3,"1","1","1",3
6022,172001,0,0,0,"0","0","0",3
6023,173001,0,1,14,"2","2","2",3
6023,173001,1,1,12,"2","1","1",3
6023,173001,0,0,0,"0","0","0",3
6024,174001,0,1,5,"1","2","4",3
6024,174001,1,1,11,"2","1","4",3
6024,174001,0,0,0,"0","0","0",3
6025,175001,0,1,16,"1","1","3",3
6025,175001,1,1,13,"2","1","2",3
6025,175001,0,0,0,"0","0","0",3
6026,176001,0,1,1,"1","1","2",3
6026,176001,1,1,2,"2","1","3",3
6026,176001,0,0,0,"0","0","0",3
6027,177001,0,1,13,"2","1","2",3
6027,177001,1,1,9,"2","2","3",3
6027,177001,0,0,0,"0","0","0",3
6028,178001,1,1,11,"2","1","4",3
6028,178001,0,1,5,"1","2","4",3
6028,178001,0,0,0,"0","0","0",3
6029,179001,1,1,9,"2","2","3",3
6029,179001,0,1,6,"1","2","3",3
6029,179001,0,0,0,"0","0","0",3
6030,180001,1,1,15,"1","2","1",3
6030,180001,0,1,10,"1","2","2",3
6030,180001,0,0,0,"0","0","0",3
6031,181001,0,1,8,"1","1","4",3
6031,181001,1,1,3,"1","1","1",3
6031,181001,0,0,0,"0","0","0",3
6032,182001,0,1,5,"1","2","4",3
6032,182001,1,1,11,"2","1","4",3
6032,182001,0,0,0,"0","0","0",3
6033,183001,0,1,1,"1","1","2",3
6033,183001,1,1,2,"2","1","3",3
6033,183001,0,0,0,"0","0","0",3
6034,184001,1,1,2,"2","1","3",3
6034,184001,0,1,8,"1","1","4",3
6034,184001,0,0,0,"0","0","0",3
6035,185001,0,1,3,"1","1","1",3
6035,185001,1,1,4,"2","2","4",3
6035,185001,0,0,0,"0","0","0",3
6036,186001,0,1,5,"1","2","4",3
6036,186001,1,1,11,"2","1","4",3
6036,186001,0,0,0,"0","0","0",3
6037,187001,0,1,6,"1","2","3",3
6037,187001,1,1,7,"2","2","1",3
6037,187001,0,0,0,"0","0","0",3
6038,188001,1,1,11,"2","1","4",3
6038,188001,0,1,5,"1","2","4",3
6038,188001,0,0,0,"0","0","0",3
6039,189001,0,1,13,"2","1","2",3
6039,189001,0,1,9,"2","2","3",3
6039,189001,1,0,0,"0","0","0",3
6040,190001,0,1,14,"2","2","2",3
6040,190001,1,1,12,"2","1","1",3
6040,190001,0,0,0,"0","0","0",3
6041,191001,1,1,15,"1","2","1",3
6041,191001,0,1,10,"1","2","2",3
6041,191001,0,0,0,"0","0","0",3
7001,192001,1,1,13,"2","1","2",3
7001,192001,0,1,9,"2","2","3",3
7001,192001,0,0,0,"0","0","0",3
7002,193001,0,1,13,"2","1","2",3
7002,193001,1,1,9,"2","2","3",3
7002,193001,0,0,0,"0","0","0",3
7003,194001,1,1,11,"2","1","4",3
7003,194001,0,1,5,"1","2","4",3
7003,194001,0,0,0,"0","0","0",3
7004,195001,1,1,11,"2","1","4",3
7004,195001,0,1,5,"1","2","4",3
7004,195001,0,0,0,"0","0","0",3
7005,196001,1,1,15,"1","2","1",3
7005,196001,0,1,10,"1","2","2",3
7005,196001,0,0,0,"0","0","0",3
7006,197001,1,1,9,"2","2","3",3
7006,197001,0,1,6,"1","2","3",3
7006,197001,0,0,0,"0","0","0",3
7007,198001,1,1,9,"2","2","3",3
7007,198001,0,1,6,"1","2","3",3
7007,198001,0,0,0,"0","0","0",3
7008,199001,0,1,15,"1","2","1",3
7008,199001,0,1,10,"1","2","2",3
7008,199001,1,0,0,"0","0","0",3
7009,200001,0,1,8,"1","1","4",3
7009,200001,1,1,3,"1","1","1",3
7009,200001,0,0,0,"0","0","0",3
7010,201001,0,1,8,"1","1","4",3
7010,201001,1,1,3,"1","1","1",3
7010,201001,0,0,0,"0","0","0",3
7011,202001,1,1,4,"2","2","4",3
7011,202001,0,1,15,"1","2","1",3
7011,202001,0,0,0,"0","0","0",3
7012,203001,1,1,4,"2","2","4",3
7012,203001,0,1,15,"1","2","1",3
7012,203001,0,0,0,"0","0","0",3
7013,204001,0,1,5,"1","2","4",3
7013,204001,1,1,11,"2","1","4",3
7013,204001,0,0,0,"0","0","0",3
7014,205001,0,1,14,"2","2","2",3
7014,205001,1,1,12,"2","1","1",3
7014,205001,0,0,0,"0","0","0",3
8001,206001,0,1,15,"1","2","1",3
8001,206001,1,1,10,"1","2","2",3
8001,206001,0,0,0,"0","0","0",3
8002,207001,0,1,14,"2","2","2",3
8002,207001,1,1,12,"2","1","1",3
8002,207001,0,0,0,"0","0","0",3
8003,208001,0,1,16,"1","1","3",3
8003,208001,1,1,13,"2","1","2",3
8003,208001,0,0,0,"0","0","0",3
8004,209001,0,1,13,"2","1","2",3
8004,209001,1,1,9,"2","2","3",3
8004,209001,0,0,0,"0","0","0",3
8005,210001,1,1,11,"2","1","4",3
8005,210001,0,1,5,"1","2","4",3
8005,210001,0,0,0,"0","0","0",3
8006,211001,1,1,9,"2","2","3",3
8006,211001,0,1,6,"1","2","3",3
8006,211001,0,0,0,"0","0","0",3
