"survey_id","country","package","wtp","sos","info","own","own.fisher","own.industry","own.gov","own.public","STR","RES","ASC","noalt"
5003,"MEX",8,5,"0","0","4","0","0","0","1",107001,1,1,3
5003,NA,3,0,"0","0","1","1","0","0","0",107001,0,1,3
5003,NA,0,0,"0","0","0","0","0","0","0",107002,0,0,3
5004,"MEX",11,15,"1","0","4","0","0","0","1",108001,1,1,3
5004,NA,5,0,"0","1","4","0","0","0","1",108001,0,1,3
5004,NA,0,0,"0","0","0","0","0","0","0",108002,0,0,3
5005,"MEX",8,5,"0","0","4","0","0","0","1",109001,1,1,3
5005,NA,3,0,"0","0","1","1","0","0","0",109001,0,1,3
5005,NA,0,0,"0","0","0","0","0","0","0",109002,0,0,3
5006,"MEX",9,15,"1","1","3","0","0","1","0",110001,1,1,3
5006,NA,6,0,"0","1","3","0","0","1","0",110001,0,1,3
5006,NA,0,0,"0","0","0","0","0","0","0",110002,0,0,3
5007,"MEX",4,5,"1","1","4","0","0","0","1",111001,1,1,3
5007,NA,15,0,"0","1","1","1","0","0","0",111001,0,1,3
5007,NA,0,0,"0","0","0","0","0","0","0",111002,0,0,3
5008,"MEX",2,5,"1","0","3","0","0","1","0",112001,1,1,3
5008,NA,8,0,"0","0","4","0","0","0","1",112001,0,1,3
5008,NA,0,0,"0","0","0","0","0","0","0",112002,0,0,3
5009,"MEX",13,20,"1","0","2","0","1","0","0",113001,1,1,3
5009,NA,16,0,"0","0","3","0","0","1","0",113001,0,1,3
5009,NA,0,0,"0","0","0","0","0","0","0",113002,0,0,3
5010,"MEX",11,15,"1","0","4","0","0","0","1",114001,1,1,3
5010,NA,5,0,"0","1","4","0","0","0","1",114001,0,1,3
5010,NA,0,0,"0","0","0","0","0","0","0",114002,0,0,3
5011,"MEX",15,15,"0","1","1","1","0","0","0",115001,1,1,3
5011,NA,10,0,"0","1","2","0","1","0","0",115001,0,1,3
5011,NA,0,0,"0","0","0","0","0","0","0",115002,0,0,3
5012,"MEX",13,5,"1","0","2","0","1","0","0",116001,1,1,3
5012,NA,9,0,"1","1","3","0","0","1","0",116001,0,1,3
5012,NA,0,0,"0","0","0","0","0","0","0",116002,0,0,3
5013,"MEX",12,20,"1","0","1","1","0","0","0",117001,1,1,3
5013,NA,14,0,"1","1","2","0","1","0","0",117001,0,1,3
5013,NA,0,0,"0","0","0","0","0","0","0",117002,0,0,3
5014,"MEX",2,10,"1","0","3","0","0","1","0",118001,1,1,3
5014,NA,8,0,"0","0","4","0","0","0","1",118001,0,1,3
5014,NA,0,0,"0","0","0","0","0","0","0",118002,0,0,3
5015,"MEX",14,20,"1","1","2","0","1","0","0",119001,1,1,3
5015,NA,10,0,"0","1","2","0","1","0","0",119001,0,1,3
5015,NA,0,0,"0","0","0","0","0","0","0",119002,0,0,3
5016,"MEX",0,0,"0","0","0","0","0","0","0",120002,1,0,3
5016,NA,3,0,"0","0","1","1","0","0","0",120001,0,1,3
5016,NA,4,0,"1","1","4","0","0","0","1",120001,0,1,3
5017,"MEX",7,20,"1","1","1","1","0","0","0",121001,1,1,3
5017,NA,6,0,"0","1","3","0","0","1","0",121001,0,1,3
5017,NA,0,0,"0","0","0","0","0","0","0",121002,0,0,3
5018,"MEX",7,20,"1","1","1","1","0","0","0",122001,1,1,3
5018,NA,16,0,"0","0","3","0","0","1","0",122001,0,1,3
5018,NA,0,0,"0","0","0","0","0","0","0",122002,0,0,3
5019,"MEX",2,15,"1","0","3","0","0","1","0",123001,1,1,3
5019,NA,8,0,"0","0","4","0","0","0","1",123001,0,1,3
5019,NA,0,0,"0","0","0","0","0","0","0",123002,0,0,3
5020,"MEX",0,0,"0","0","0","0","0","0","0",124002,1,0,3
5020,NA,16,0,"0","0","3","0","0","1","0",124001,0,1,3
5020,NA,13,0,"1","0","2","0","1","0","0",124001,0,1,3
5021,"MEX",14,20,"1","1","2","0","1","0","0",125001,1,1,3
5021,NA,12,0,"1","0","1","1","0","0","0",125001,0,1,3
5021,NA,0,0,"0","0","0","0","0","0","0",125002,0,0,3
5023,"MEX",4,20,"1","1","4","0","0","0","1",126001,1,1,3
5023,NA,3,0,"0","0","1","1","0","0","0",126001,0,1,3
5023,NA,0,0,"0","0","0","0","0","0","0",126002,0,0,3
5024,"MEX",0,0,"0","0","0","0","0","0","0",127002,1,0,3
5024,NA,14,0,"1","1","2","0","1","0","0",127001,0,1,3
5024,NA,12,0,"1","0","1","1","0","0","0",127001,0,1,3
5025,"MEX",0,0,"0","0","0","0","0","0","0",128002,1,0,3
5025,NA,13,0,"1","0","2","0","1","0","0",128001,0,1,3
5025,NA,9,0,"1","1","3","0","0","1","0",128001,0,1,3
5026,"MEX",2,20,"1","0","3","0","0","1","0",129001,1,1,3
5026,NA,1,0,"0","0","2","0","1","0","0",129001,0,1,3
5026,NA,0,0,"0","0","0","0","0","0","0",129002,0,0,3
5027,"MEX",4,15,"1","1","4","0","0","0","1",130001,1,1,3
5027,NA,15,0,"0","1","1","1","0","0","0",130001,0,1,3
5027,NA,0,0,"0","0","0","0","0","0","0",130002,0,0,3
5028,"MEX",11,5,"1","0","4","0","0","0","1",131001,1,1,3
5028,NA,5,0,"0","1","4","0","0","0","1",131001,0,1,3
5028,NA,0,0,"0","0","0","0","0","0","0",131002,0,0,3
5029,"MEX",9,10,"1","1","3","0","0","1","0",132001,1,1,3
5029,NA,6,0,"0","1","3","0","0","1","0",132001,0,1,3
5029,NA,0,0,"0","0","0","0","0","0","0",132002,0,0,3
5030,"MEX",11,20,"1","0","4","0","0","0","1",133001,1,1,3
5030,NA,5,0,"0","1","4","0","0","0","1",133001,0,1,3
5030,NA,0,0,"0","0","0","0","0","0","0",133002,0,0,3
5031,"MEX",15,10,"0","1","1","1","0","0","0",134001,1,1,3
5031,NA,10,0,"0","1","2","0","1","0","0",134001,0,1,3
5031,NA,0,0,"0","0","0","0","0","0","0",134002,0,0,3
5032,"MEX",0,0,"0","0","0","0","0","0","0",135002,1,0,3
5032,NA,12,0,"1","0","1","1","0","0","0",135001,0,1,3
5032,NA,1,0,"0","0","2","0","1","0","0",135001,0,1,3
5033,"MEX",12,10,"1","0","1","1","0","0","0",136001,1,1,3
5033,NA,1,0,"0","0","2","0","1","0","0",136001,0,1,3
5033,NA,0,0,"0","0","0","0","0","0","0",136002,0,0,3
5034,"MEX",3,10,"0","0","1","1","0","0","0",137001,1,1,3
5034,NA,8,0,"0","0","4","0","0","0","1",137001,0,1,3
5034,NA,0,0,"0","0","0","0","0","0","0",137002,0,0,3
5035,"MEX",2,15,"1","0","3","0","0","1","0",138001,1,1,3
5035,NA,1,0,"0","0","2","0","1","0","0",138001,0,1,3
5035,NA,0,0,"0","0","0","0","0","0","0",138002,0,0,3
5036,"MEX",0,0,"0","0","0","0","0","0","0",139002,1,0,3
5036,NA,6,0,"0","1","3","0","0","1","0",139001,0,1,3
5036,NA,7,0,"1","1","1","1","0","0","0",139001,0,1,3
5037,"MEX",7,15,"1","1","1","1","0","0","0",140001,1,1,3
5037,NA,16,0,"0","0","3","0","0","1","0",140001,0,1,3
5037,NA,0,0,"0","0","0","0","0","0","0",140002,0,0,3
5038,"MEX",13,15,"1","0","2","0","1","0","0",141001,1,1,3
5038,NA,16,0,"0","0","3","0","0","1","0",141001,0,1,3
5038,NA,0,0,"0","0","0","0","0","0","0",141002,0,0,3
5039,"MEX",11,20,"1","0","4","0","0","0","1",142001,1,1,3
5039,NA,5,0,"0","1","4","0","0","0","1",142001,0,1,3
5039,NA,0,0,"0","0","0","0","0","0","0",142002,0,0,3
5040,"MEX",7,20,"1","1","1","1","0","0","0",143001,1,1,3
5040,NA,16,0,"0","0","3","0","0","1","0",143001,0,1,3
5040,NA,0,0,"0","0","0","0","0","0","0",143002,0,0,3
5041,"MEX",15,5,"0","1","1","1","0","0","0",144001,1,1,3
5041,NA,10,0,"0","1","2","0","1","0","0",144001,0,1,3
5041,NA,0,0,"0","0","0","0","0","0","0",144002,0,0,3
5042,"MEX",11,20,"1","0","4","0","0","0","1",145001,1,1,3
5042,NA,5,0,"0","1","4","0","0","0","1",145001,0,1,3
5042,NA,0,0,"0","0","0","0","0","0","0",145002,0,0,3
5043,"MEX",13,15,"1","0","2","0","1","0","0",146001,1,1,3
5043,NA,9,0,"1","1","3","0","0","1","0",146001,0,1,3
5043,NA,0,0,"0","0","0","0","0","0","0",146002,0,0,3
5044,"MEX",0,0,"0","0","0","0","0","0","0",147002,1,0,3
5044,NA,13,0,"1","0","2","0","1","0","0",147001,0,1,3
5044,NA,9,0,"1","1","3","0","0","1","0",147001,0,1,3
5045,"MEX",4,20,"1","1","4","0","0","0","1",148001,1,1,3
5045,NA,15,0,"0","1","1","1","0","0","0",148001,0,1,3
5045,NA,0,0,"0","0","0","0","0","0","0",148002,0,0,3
5046,"MEX",14,20,"1","1","2","0","1","0","0",149001,1,1,3
5046,NA,10,0,"0","1","2","0","1","0","0",149001,0,1,3
5046,NA,0,0,"0","0","0","0","0","0","0",149002,0,0,3
5047,"MEX",2,20,"1","0","3","0","0","1","0",150001,1,1,3
5047,NA,8,0,"0","0","4","0","0","0","1",150001,0,1,3
5047,NA,0,0,"0","0","0","0","0","0","0",150002,0,0,3
6001,"MEX",2,10,"1","0","3","0","0","1","0",151001,1,1,3
6001,NA,1,0,"0","0","2","0","1","0","0",151001,0,1,3
6001,NA,0,0,"0","0","0","0","0","0","0",151002,0,0,3
6002,"MEX",4,20,"1","1","4","0","0","0","1",152001,1,1,3
6002,NA,3,0,"0","0","1","1","0","0","0",152001,0,1,3
6002,NA,0,0,"0","0","0","0","0","0","0",152002,0,0,3
6003,"MEX",9,5,"1","1","3","0","0","1","0",153001,1,1,3
6003,NA,6,0,"0","1","3","0","0","1","0",153001,0,1,3
6003,NA,0,0,"0","0","0","0","0","0","0",153002,0,0,3
6004,"MEX",14,0,"1","1","2","0","1","0","0",154001,1,1,3
6004,NA,10,0,"0","1","2","0","1","0","0",154001,0,1,3
6004,NA,0,0,"0","0","0","0","0","0","0",154002,0,0,3
6005,"MEX",12,0,"1","0","1","1","0","0","0",155001,1,1,3
6005,NA,1,0,"0","0","2","0","1","0","0",155001,0,1,3
6005,NA,0,0,"0","0","0","0","0","0","0",155002,0,0,3
6006,"MEX",0,0,"0","0","0","0","0","0","0",156002,1,0,3
6006,NA,1,0,"0","0","2","0","1","0","0",156001,0,1,3
6006,NA,2,0,"1","0","3","0","0","1","0",156001,0,1,3
6007,"MEX",4,0,"1","1","4","0","0","0","1",157001,1,1,3
6007,NA,3,0,"0","0","1","1","0","0","0",157001,0,1,3
6007,NA,0,0,"0","0","0","0","0","0","0",157002,0,0,3
6008,"MEX",9,15,"1","1","3","0","0","1","0",158001,1,1,3
6008,NA,6,0,"0","1","3","0","0","1","0",158001,0,1,3
6008,NA,0,0,"0","0","0","0","0","0","0",158002,0,0,3
6009,"MEX",14,15,"1","1","2","0","1","0","0",159001,1,1,3
6009,NA,10,0,"0","1","2","0","1","0","0",159001,0,1,3
6009,NA,0,0,"0","0","0","0","0","0","0",159002,0,0,3
6010,"MEX",12,10,"1","0","1","1","0","0","0",160001,1,1,3
6010,NA,1,0,"0","0","2","0","1","0","0",160001,0,1,3
6010,NA,0,0,"0","0","0","0","0","0","0",160002,0,0,3
6011,"MEX",2,5,"1","0","3","0","0","1","0",161001,1,1,3
6011,NA,1,0,"0","0","2","0","1","0","0",161001,0,1,3
6011,NA,0,0,"0","0","0","0","0","0","0",161002,0,0,3
6012,"MEX",7,20,"1","1","1","1","0","0","0",162001,1,1,3
6012,NA,6,0,"0","1","3","0","0","1","0",162001,0,1,3
6012,NA,0,0,"0","0","0","0","0","0","0",162002,0,0,3
6013,"MEX",0,0,"0","0","0","0","0","0","0",163002,1,0,3
6013,NA,11,0,"1","0","4","0","0","0","1",163001,0,1,3
6013,NA,5,0,"0","1","4","0","0","0","1",163001,0,1,3
6014,"MEX",11,20,"1","0","4","0","0","0","1",164001,1,1,3
6014,NA,5,0,"0","1","4","0","0","0","1",164001,0,1,3
6014,NA,0,0,"0","0","0","0","0","0","0",164002,0,0,3
6015,"MEX",12,20,"1","0","1","1","0","0","0",165001,1,1,3
6015,NA,14,0,"1","1","2","0","1","0","0",165001,0,1,3
6015,NA,0,0,"0","0","0","0","0","0","0",165002,0,0,3
6016,"MEX",15,0,"0","1","1","1","0","0","0",166001,1,1,3
6016,NA,4,0,"1","1","4","0","0","0","1",166001,0,1,3
6016,NA,0,0,"0","0","0","0","0","0","0",166002,0,0,3
6017,"MEX",0,0,"0","0","0","0","0","0","0",167002,1,0,3
6017,NA,4,0,"1","1","4","0","0","0","1",167001,0,1,3
6017,NA,15,0,"0","1","1","1","0","0","0",167001,0,1,3
6018,"MEX",0,0,"0","0","0","0","0","0","0",168002,1,0,3
6018,NA,2,0,"1","0","3","0","0","1","0",168001,0,1,3
6018,NA,8,0,"0","0","4","0","0","0","1",168001,0,1,3
6019,"MEX",8,15,"0","0","4","0","0","0","1",169001,1,1,3
6019,NA,3,0,"0","0","1","1","0","0","0",169001,0,1,3
6019,NA,0,0,"0","0","0","0","0","0","0",169002,0,0,3
6020,"MEX",4,10,"1","1","4","0","0","0","1",170001,1,1,3
6020,NA,15,0,"0","1","1","1","0","0","0",170001,0,1,3
6020,NA,0,0,"0","0","0","0","0","0","0",170002,0,0,3
6021,"MEX",11,10,"1","0","4","0","0","0","1",171001,1,1,3
6021,NA,5,0,"0","1","4","0","0","0","1",171001,0,1,3
6021,NA,0,0,"0","0","0","0","0","0","0",171002,0,0,3
6022,"MEX",3,5,"0","0","1","1","0","0","0",172001,1,1,3
6022,NA,8,0,"0","0","4","0","0","0","1",172001,0,1,3
6022,NA,0,0,"0","0","0","0","0","0","0",172002,0,0,3
6023,"MEX",12,5,"1","0","1","1","0","0","0",173001,1,1,3
6023,NA,14,0,"1","1","2","0","1","0","0",173001,0,1,3
6023,NA,0,0,"0","0","0","0","0","0","0",173002,0,0,3
6024,"MEX",11,5,"1","0","4","0","0","0","1",174001,1,1,3
6024,NA,5,0,"0","1","4","0","0","0","1",174001,0,1,3
6024,NA,0,0,"0","0","0","0","0","0","0",174002,0,0,3
6025,"MEX",13,20,"1","0","2","0","1","0","0",175001,1,1,3
6025,NA,16,0,"0","0","3","0","0","1","0",175001,0,1,3
6025,NA,0,0,"0","0","0","0","0","0","0",175002,0,0,3
6026,"MEX",2,5,"1","0","3","0","0","1","0",176001,1,1,3
6026,NA,1,0,"0","0","2","0","1","0","0",176001,0,1,3
6026,NA,0,0,"0","0","0","0","0","0","0",176002,0,0,3
6027,"MEX",9,5,"1","1","3","0","0","1","0",177001,1,1,3
6027,NA,13,0,"1","0","2","0","1","0","0",177001,0,1,3
6027,NA,0,0,"0","0","0","0","0","0","0",177002,0,0,3
6028,"MEX",11,5,"1","0","4","0","0","0","1",178001,1,1,3
6028,NA,5,0,"0","1","4","0","0","0","1",178001,0,1,3
6028,NA,0,0,"0","0","0","0","0","0","0",178002,0,0,3
6029,"MEX",9,10,"1","1","3","0","0","1","0",179001,1,1,3
6029,NA,6,0,"0","1","3","0","0","1","0",179001,0,1,3
6029,NA,0,0,"0","0","0","0","0","0","0",179002,0,0,3
6030,"MEX",15,5,"0","1","1","1","0","0","0",180001,1,1,3
6030,NA,10,0,"0","1","2","0","1","0","0",180001,0,1,3
6030,NA,0,0,"0","0","0","0","0","0","0",180002,0,0,3
6031,"MEX",3,10,"0","0","1","1","0","0","0",181001,1,1,3
6031,NA,8,0,"0","0","4","0","0","0","1",181001,0,1,3
6031,NA,0,0,"0","0","0","0","0","0","0",181002,0,0,3
6032,"MEX",11,10,"1","0","4","0","0","0","1",182001,1,1,3
6032,NA,5,0,"0","1","4","0","0","0","1",182001,0,1,3
6032,NA,0,0,"0","0","0","0","0","0","0",182002,0,0,3
6033,"MEX",2,0,"1","0","3","0","0","1","0",183001,1,1,3
6033,NA,1,0,"0","0","2","0","1","0","0",183001,0,1,3
6033,NA,0,0,"0","0","0","0","0","0","0",183002,0,0,3
6034,"MEX",2,10,"1","0","3","0","0","1","0",184001,1,1,3
6034,NA,8,0,"0","0","4","0","0","0","1",184001,0,1,3
6034,NA,0,0,"0","0","0","0","0","0","0",184002,0,0,3
6035,"MEX",4,10,"1","1","4","0","0","0","1",185001,1,1,3
6035,NA,3,0,"0","0","1","1","0","0","0",185001,0,1,3
6035,NA,0,0,"0","0","0","0","0","0","0",185002,0,0,3
6036,"MEX",11,5,"1","0","4","0","0","0","1",186001,1,1,3
6036,NA,5,0,"0","1","4","0","0","0","1",186001,0,1,3
6036,NA,0,0,"0","0","0","0","0","0","0",186002,0,0,3
6037,"MEX",7,5,"1","1","1","1","0","0","0",187001,1,1,3
6037,NA,6,0,"0","1","3","0","0","1","0",187001,0,1,3
6037,NA,0,0,"0","0","0","0","0","0","0",187002,0,0,3
6038,"MEX",11,5,"1","0","4","0","0","0","1",188001,1,1,3
6038,NA,5,0,"0","1","4","0","0","0","1",188001,0,1,3
6038,NA,0,0,"0","0","0","0","0","0","0",188002,0,0,3
6039,"MEX",0,0,"0","0","0","0","0","0","0",189002,1,0,3
6039,NA,13,0,"1","0","2","0","1","0","0",189001,0,1,3
6039,NA,9,0,"1","1","3","0","0","1","0",189001,0,1,3
6040,"MEX",12,10,"1","0","1","1","0","0","0",190001,1,1,3
6040,NA,14,0,"1","1","2","0","1","0","0",190001,0,1,3
6040,NA,0,0,"0","0","0","0","0","0","0",190002,0,0,3
6041,"MEX",15,5,"0","1","1","1","0","0","0",191001,1,1,3
6041,NA,10,0,"0","1","2","0","1","0","0",191001,0,1,3
6041,NA,0,0,"0","0","0","0","0","0","0",191002,0,0,3
7001,"IND",13,5,"1","0","2","0","1","0","0",192001,1,1,3
7001,NA,9,0,"1","1","3","0","0","1","0",192001,0,1,3
7001,NA,0,0,"0","0","0","0","0","0","0",192002,0,0,3
7002,"IND",9,5,"1","1","3","0","0","1","0",193001,1,1,3
7002,NA,13,0,"1","0","2","0","1","0","0",193001,0,1,3
7002,NA,0,0,"0","0","0","0","0","0","0",193002,0,0,3
7003,"IND",11,15,"1","0","4","0","0","0","1",194001,1,1,3
7003,NA,5,0,"0","1","4","0","0","0","1",194001,0,1,3
7003,NA,0,0,"0","0","0","0","0","0","0",194002,0,0,3
7004,"IND",11,15,"1","0","4","0","0","0","1",195001,1,1,3
7004,NA,5,0,"0","1","4","0","0","0","1",195001,0,1,3
7004,NA,0,0,"0","0","0","0","0","0","0",195002,0,0,3
7005,"IND",15,20,"0","1","1","1","0","0","0",196001,1,1,3
7005,NA,10,0,"0","1","2","0","1","0","0",196001,0,1,3
7005,NA,0,0,"0","0","0","0","0","0","0",196002,0,0,3
7006,"IND",9,0,"1","1","3","0","0","1","0",197001,1,1,3
7006,NA,6,0,"0","1","3","0","0","1","0",197001,0,1,3
7006,NA,0,0,"0","0","0","0","0","0","0",197002,0,0,3
7007,"IND",9,10,"1","1","3","0","0","1","0",198001,1,1,3
7007,NA,6,0,"0","1","3","0","0","1","0",198001,0,1,3
7007,NA,0,0,"0","0","0","0","0","0","0",198002,0,0,3
7008,"IND",0,0,"0","0","0","0","0","0","0",199002,1,0,3
7008,NA,15,0,"0","1","1","1","0","0","0",199001,0,1,3
7008,NA,10,0,"0","1","2","0","1","0","0",199001,0,1,3
7009,"IND",3,5,"0","0","1","1","0","0","0",200001,1,1,3
7009,NA,8,0,"0","0","4","0","0","0","1",200001,0,1,3
7009,NA,0,0,"0","0","0","0","0","0","0",200002,0,0,3
7010,"IND",3,20,"0","0","1","1","0","0","0",201001,1,1,3
7010,NA,8,0,"0","0","4","0","0","0","1",201001,0,1,3
7010,NA,0,0,"0","0","0","0","0","0","0",201002,0,0,3
7011,"IND",4,20,"1","1","4","0","0","0","1",202001,1,1,3
7011,NA,15,0,"0","1","1","1","0","0","0",202001,0,1,3
7011,NA,0,0,"0","0","0","0","0","0","0",202002,0,0,3
7012,"IND",4,10,"1","1","4","0","0","0","1",203001,1,1,3
7012,NA,15,0,"0","1","1","1","0","0","0",203001,0,1,3
7012,NA,0,0,"0","0","0","0","0","0","0",203002,0,0,3
7013,"IND",11,0,"1","0","4","0","0","0","1",204001,1,1,3
7013,NA,5,0,"0","1","4","0","0","0","1",204001,0,1,3
7013,NA,0,0,"0","0","0","0","0","0","0",204002,0,0,3
7014,"IND",12,5,"1","0","1","1","0","0","0",205001,1,1,3
7014,NA,14,0,"1","1","2","0","1","0","0",205001,0,1,3
7014,NA,0,0,"0","0","0","0","0","0","0",205002,0,0,3
8001,"IND",10,15,"0","1","2","0","1","0","0",206001,1,1,3
8001,NA,15,0,"0","1","1","1","0","0","0",206001,0,1,3
8001,NA,0,0,"0","0","0","0","0","0","0",206002,0,0,3
8002,"IND",12,10,"1","0","1","1","0","0","0",207001,1,1,3
8002,NA,14,0,"1","1","2","0","1","0","0",207001,0,1,3
8002,NA,0,0,"0","0","0","0","0","0","0",207002,0,0,3
8003,"IND",13,20,"1","0","2","0","1","0","0",208001,1,1,3
8003,NA,16,0,"0","0","3","0","0","1","0",208001,0,1,3
8003,NA,0,0,"0","0","0","0","0","0","0",208002,0,0,3
8004,"IND",9,20,"1","1","3","0","0","1","0",209001,1,1,3
8004,NA,13,0,"1","0","2","0","1","0","0",209001,0,1,3
8004,NA,0,0,"0","0","0","0","0","0","0",209002,0,0,3
8005,"IND",11,5,"1","0","4","0","0","0","1",210001,1,1,3
8005,NA,5,0,"0","1","4","0","0","0","1",210001,0,1,3
8005,NA,0,0,"0","0","0","0","0","0","0",210002,0,0,3
8006,"IND",9,10,"1","1","3","0","0","1","0",211001,1,1,3
8006,NA,6,0,"0","1","3","0","0","1","0",211001,0,1,3
8006,NA,0,0,"0","0","0","0","0","0","0",211002,0,0,3
